period,feature,bucket,lower,upper,observations,evaluable_observations,unique_dates,unique_months,unique_stocks,path_success_rate,downside_first_rate,timeout_rate,plus10_before_minus5_rate,plus15_before_minus5_rate,day1_return,day3_return,day5_return,day10_return,mfe5_mean,mfe10_mean,mae5_mean,mae10_mean,mfe_abs_mae,gross_mean,net_mean,median_net,gross_profit_factor,net_profit_factor,top1_positive_winners_removed,top1_removed_net_mean,top1_removed_net_pf,top1_removed_gross_mean,top1_removed_gross_pf,top5_positive_winners_removed,top5_removed_net_mean,top5_removed_net_pf,top5_removed_gross_mean,top5_removed_gross_pf,removed_best_signal_date,remove_best_signal_date_net_mean,remove_best_signal_date_net_pf,removed_best_calendar_month,remove_best_calendar_month_net_mean,remove_best_calendar_month_net_pf
HISTORICAL_DISCOVERY,txo_oi_pc_change_5,3,-0.05076193660786492,0.006059378787951819,2190,2175,73,28,510,0.30482758620689654,0.6225287356321839,0.07264367816091954,0.25057471264367814,0.16919540229885058,-0.008554802192257748,-0.010168075421058537,-0.01027267094683586,-0.0018938887203169713,0.040724486814273736,0.08107494539600715,-0.058903246923135345,-0.0891533647650324,0.9093873866643589,-0.011879133758507831,-0.017596951913604355,-0.06164876505314374,0.7493616301544364,0.6542646932275924,8,-0.018312836970663493,0.6415227789570209,-0.012599164579865416,0.7351474346698771,38,-0.02087658853346732,0.5969944031999493,-0.015177890347763897,0.6853559985281317,20200331,-0.01918180016835117,0.6279197699390388,202102,-0.018867587504131946,0.6331718438125203
HISTORICAL_DISCOVERY,txo_oi_pc_change_5,4,0.006059378787951819,0.05921643088648491,2190,2177,73,32,515,0.3298116674322462,0.5774000918695452,0.09278824069820854,0.2806614607257694,0.19522278364722095,-0.0017496200440850825,-0.0016384766311042843,-0.0014369839985264579,0.005187696575506673,0.051331935565529986,0.0921782068287583,-0.052642537835698146,-0.08466558185622809,1.0887329279244489,-0.005146423404607492,-0.010903721471987591,-0.05965004644858064,0.8854810167493754,0.7740592951043483,9,-0.011689529465032444,0.7587776139621094,-0.005936789297124215,0.8684398213623253,42,-0.014513413151648741,0.705063352829616,-0.00877711840736765,0.8084582823644747,20210520,-0.012424443284402184,0.7455717103064471,202105,-0.012424443284402184,0.7455717103064471
HISTORICAL_DISCOVERY,txo_oi_pc_change_5,5,0.05921643088648491,0.17242159693999812,4380,4356,146,33,576,0.344811753902663,0.5488980716253443,0.10629017447199265,0.3007346189164371,0.20477502295684114,-0.004607835638044835,-0.0007631186968323644,0.0016858567591690192,0.018897365355624522,0.05225464168348064,0.09781774163547828,-0.05282761720764508,-0.07721170641040262,1.2668770861706982,-0.0009802123736824913,-0.006761129804834067,-0.058311294372351205,0.9767004063842121,0.8506989525955596,18,-0.007526532406674069,0.8344839196566851,-0.0017500356737875356,0.9585736429459947,87,-0.010390347078244155,0.7751401486463889,-0.004630513525760429,0.8921312598117831,20221028,-0.00743265028355136,0.836862924495264,202103,-0.008615128100162541,0.8128314533182875
HISTORICAL_DISCOVERY,txo_oi_pc_change_5,6,0.17242159693999812,,4380,4356,146,33,564,0.40725436179981633,0.4981634527089073,0.0945821854912764,0.3549127640036731,0.2504591368227732,0.0002749952301632362,0.014248591462283012,0.022919272294143533,0.021973200916173562,0.0682784083592016,0.11053470471601952,-0.04035787219934872,-0.06904247067753892,1.6009668198617777,0.009755754038248483,0.003912524543923383,-0.05100485030760476,1.2555276201938215,1.0951706297582353,20,0.003108782764743804,1.0752727263155963,0.008947380881891887,1.2332782966954923,99,4.940372219458897e-05,1.001174414266158,0.005870187943379734,1.1502604873525735,20200320,0.0032766800614571186,1.0792577784473323,202103,0.0021242397494880046,1.0508286395587523
RETROSPECTIVE_CONFIRMATION_NOT_BLIND_OOS,txo_oi_pc_change_5,1,,-0.18526294731227913,2760,2748,92,23,501,0.37372634643377,0.527292576419214,0.09898107714701601,0.32096069868995636,0.21724890829694324,-0.003518682963886031,0.004890038494061793,0.01250426320765577,0.02077613530276252,0.05809296172123478,0.09982827514532006,-0.04538973049770349,-0.07130089881388833,1.400098411184054,0.0037932982793454444,-0.002015831553286317,-0.05666880436410401,1.0947767307345981,0.9532880426836137,12,-0.0028027935168553494,0.9353357424554873,0.003001782032097499,1.0746729395969288,58,-0.005703714547289298,0.8706199959099984,8.39348714746448e-05,1.0020528759706497,20230815,-0.0029780488314788455,0.9316289413361143,202302,-0.0027541167448443364,0.9367107405389863
RETROSPECTIVE_CONFIRMATION_NOT_BLIND_OOS,txo_oi_pc_change_5,2,-0.18526294731227913,-0.05076193660786492,3030,3015,101,24,506,0.38043117744610283,0.5164179104477612,0.10315091210613599,0.31907131011608625,0.21393034825870647,-0.0036971787885200875,0.006257053009031057,0.01170616559609927,0.01463787188335668,0.054333657547491136,0.09253095744505482,-0.04263718377190025,-0.07030148904150083,1.3162019568380885,0.005504902690957623,-0.000313639468144984,-0.056077619162874674,1.1417305783262808,0.9925099559966695,14,-0.0011422919581760016,0.9728475227364441,0.0046714474140157995,1.1197137557867751,66,-0.0041274610864589735,0.9035895513357172,0.0016688476793434086,1.042026001146827,20240806,-0.0011701060874597538,0.9722743916798917,202301,-0.0008237977129303112,0.9804551005887429
RETROSPECTIVE_CONFIRMATION_NOT_BLIND_OOS,txo_oi_pc_change_5,3,-0.05076193660786492,0.006059378787951819,1650,1647,55,21,445,0.34790528233151186,0.5440194292653309,0.10807528840315725,0.2962962962962963,0.1955069823922283,-0.001282255692305015,0.001521418696688915,0.0032073389782335095,0.013660395578481845,0.04926562441370692,0.08891665335981402,-0.04563410918830983,-0.0706885433451748,1.2578651242766552,0.0006100111298244931,-0.005180028294022189,-0.05725491560725891,1.014973704325273,0.8821979486809377,7,-0.005952423249079784,0.8652077960971716,-0.00016687196677688768,0.9959212683983405,33,-0.008714431990858596,0.8057908277512462,-0.0029451052248116085,0.9291561358350036,20230406,-0.00663235513338166,0.8509362045741724,202302,-0.007017335754275983,0.8437401927607235
RETROSPECTIVE_CONFIRMATION_NOT_BLIND_OOS,txo_oi_pc_change_5,4,0.006059378787951819,0.05921643088648491,1110,1106,37,21,398,0.352622061482821,0.5253164556962026,0.1220614828209765,0.28028933092224234,0.17450271247739602,-0.0019411665726946942,0.0035731939052705552,0.00802299641733189,0.012222502592338723,0.04856552512202269,0.08432648931977844,-0.04094549875795478,-0.0649742583098992,1.2978445851213483,0.0017053968175169472,-0.004090535242129944,-0.05625276910504004,1.0432202449847703,0.903926565252166,5,-0.004909546870048192,0.8852119227452346,0.0008816470841441536,1.0222427634701525,24,-0.00788039250999427,0.8189313922724523,-0.002106565970626243,0.9477713290981717,20230526,-0.005842813674771812,0.8649489580149778,202304,-0.005714673113564734,0.8677163317673309
RETROSPECTIVE_CONFIRMATION_NOT_BLIND_OOS,txo_oi_pc_change_5,5,0.05921643088648491,0.17242159693999812,2550,2538,85,23,494,0.31678486997635935,0.5618597320724981,0.12135539795114263,0.26004728132387706,0.17375886524822695,-0.004609022025536015,-0.004455781629836086,-0.004559608426665394,0.0018803234404360487,0.04322464818008292,0.07971682245129841,-0.0498571196312669,-0.07492667092208324,1.0639311939295484,-0.004876355348877785,-0.010634787212618629,-0.05823184381306039,0.8835153880380288,0.7648151592037548,10,-0.011374665527683547,0.749444115226344,-0.005620538160549915,0.8662676229869555,48,-0.014071472541709847,0.6946993018795311,-0.008333150098049545,0.8047054403860906,20230214,-0.0116745302711058,0.7444977123918682,202304,-0.012292105098592104,0.7320200920791423
RETROSPECTIVE_CONFIRMATION_NOT_BLIND_OOS,txo_oi_pc_change_5,6,0.17242159693999812,,3330,3324,111,24,517,0.32942238267148016,0.5571600481347774,0.11341756919374248,0.2749699157641396,0.18351383874849578,-0.0036177653060224255,-0.0057659973106018916,-0.0033857048508551865,0.008406597478733601,0.04441204733378318,0.0819433263121139,-0.04976037463220674,-0.07462694013153495,1.0980394769996376,-0.0022596589470929357,-0.008033219759260156,-0.05853770265330494,0.9456341105059798,0.8207436113684474,14,-0.008823211441360236,0.8039446669222261,-0.003054223757790931,0.9268269037430399,66,-0.011626130462312203,0.7457211422733933,-0.00587352997700549,0.8614926382654694,20240911,-0.008651121966062105,0.8080201400347584,202402,-0.009590523455726153,0.7888154213515182
STRESS_PREVALENCE_SEEN_NOT_BLIND,txo_oi_pc_change_5,1,,-0.18526294731227913,1560,1560,52,12,287,0.3717948717948718,0.5307692307692308,0.09743589743589744,0.3141025641025641,0.20256410256410257,-0.005442869386002459,0.004133319433947358,0.014554874269996031,0.019487125878132745,0.051384293838108115,0.09121969397039596,-0.04145623995863477,-0.06630586869828048,1.375740877259053,0.0052584254430573085,-0.0005580580742544087,-0.05724973891763676,1.1358502043321603,0.9866523934748358,7,-0.001369055652780574,0.9674019246239518,0.004442740080154747,1.1142621360347242,33,-0.004326416194398532,0.8987099620756727,0.0014681788662409309,1.0371276945401637,20250422,-0.0020079274182944564,0.9525353150504915,202504,-0.0020079274182944564,0.9525353150504915
STRESS_PREVALENCE_SEEN_NOT_BLIND,txo_oi_pc_change_5,2,-0.18526294731227913,-0.05076193660786492,1560,1558,52,12,286,0.30744544287548137,0.5975609756097561,0.09499358151476252,0.2554557124518614,0.17137355584082156,-0.005785665919832151,-0.0038973287134097473,-0.00959120896648239,-0.008763436173302813,0.048263982315800105,0.08296262562442853,-0.06077775653577158,-0.0937247617836658,0.8851729686539158,-0.009682663993933591,-0.015413444370224369,-0.060903901488745985,0.7876506459427284,0.6859745989857521,6,-0.016183312871246587,0.671559447854658,-0.010456982898656257,0.7715523240129117,28,-0.01883553456172801,0.6231513123137079,-0.013124664965108307,0.7173374410206436,20250410,-0.017552412647837863,0.6480615440957211,202512,-0.017059427325980068,0.6575694595957036
STRESS_PREVALENCE_SEEN_NOT_BLIND,txo_oi_pc_change_5,3,-0.05076193660786492,0.006059378787951819,720,717,24,11,246,0.3291492329149233,0.5788005578800558,0.09205020920502092,0.2803347280334728,0.200836820083682,-0.0033540700342440622,-0.010802744088904422,0.0030268952476618085,0.030203834596956015,0.04752091541468957,0.09859998204406695,-0.05353640945596133,-0.07442177718432888,1.3248807778380938,-0.005526169375039977,-0.01128084376897163,-0.05913397848647717,0.8767906592460737,0.7657830063193556,3,-0.012077044928165357,0.7503011422555871,-0.006326934132845492,0.8595273383557271,14,-0.01488721563649313,0.6969415023334664,-0.009153537296957857,0.7999011618838467,20251104,-0.013819523404016841,0.7198231973971215,202507,-0.01949792422536907,0.630220041628974
STRESS_PREVALENCE_SEEN_NOT_BLIND,txo_oi_pc_change_5,4,0.006059378787951819,0.05921643088648491,540,540,18,9,210,0.2740740740740741,0.6259259259259259,0.1,0.22777777777777777,0.14814814814814814,-0.0029576148822463783,-0.0011749346261779455,-0.006659870647682919,-0.010772307044962676,0.041201831715176704,0.07194513954853331,-0.04763442820556567,-0.08485168770567632,0.8478928527395737,-0.013378385733538571,-0.019087372359886685,-0.05988890822946763,0.7038340058995352,0.6092028954330957,2,-0.019797261872944037,0.5961697617782435,-0.014092423171309343,0.6891823523865284,9,-0.022217452510702288,0.5526986455133741,-0.016526709172078845,0.6402352376809778,20250812,-0.022055837767559948,0.5567855180043816,202508,-0.022055837767559948,0.5567855180043816
STRESS_PREVALENCE_SEEN_NOT_BLIND,txo_oi_pc_change_5,5,0.05921643088648491,0.17242159693999812,1110,1108,37,11,250,0.3456678700361011,0.5315884476534296,0.12274368231046931,0.27617328519855594,0.17689530685920576,0.0016672576618365533,0.0009982697235079575,0.003413449828226976,0.005773762410740972,0.0496819404108172,0.08558002296495501,-0.042689404563667224,-0.07495296359498528,1.1417830444623105,0.0007022653311250884,-0.005088639150538144,-0.05707985060362687,1.0179611551307648,0.8796265569085885,5,-0.005916150896643775,0.860683029290923,-0.00013001864239831561,0.9966896461875101,23,-0.008738966035251717,0.7975680506267843,-0.0029692626791179193,0.925634477740781,20250205,-0.006679741179346097,0.8448510431286732,202512,-0.006309426372379136,0.8523836189416242
STRESS_PREVALENCE_SEEN_NOT_BLIND,txo_oi_pc_change_5,6,0.17242159693999812,,1800,1798,60,12,287,0.3531701890989989,0.5528364849833148,0.09399332591768632,0.3003337041156841,0.1985539488320356,-0.0036732466959671687,0.000723346894148167,0.0012476897190507891,0.023926110422951372,0.049282859342148454,0.09298705182889508,-0.04864156606910559,-0.06964307342857838,1.3351945462926307,-0.00022517895779647218,-0.006010284515921023,-0.05792303934297503,0.9944675808421886,0.8632049415935574,8,-0.006824631670862527,0.8453613894637394,-0.0010442520688414968,0.9744579377073449,36,-0.009584508840136237,0.7862227643325823,-0.003820210432366731,0.9080205571217704,20250811,-0.007226504133937873,0.8372067300108212,202508,-0.010325396632235842,0.773546927409954
