stock_id,stock_name,eligible,failure_reasons,data_quality_pass,sessions,market_sessions,coverage,longest_missing_run_sessions,discontinuity_count,median_close,median_daily_turnover_proxy,median_atr14_pct,p75_atr14_pct,median_daily_range_pct,p75_daily_range_pct,median_abs_close_return_pct,p90_abs_close_return_pct,abs_return_ge_5pct_rate,median_abs_overnight_gap_pct,p95_abs_overnight_gap_pct,median_er10,median_er20,p75_er20,coverage_2020,sessions_2020,coverage_2021,sessions_2021,coverage_2022,sessions_2022
1213,大飲,False,2020_COVERAGE|2021_COVERAGE|2022_COVERAGE|TURNOVER|PRICE,False,646,735,0.8789115646258503,4,0,7.885,118252.705,4.446526250168822,5.268157092868656,2.896871378910776,5.068493150684933,1.6830294530154277,4.880379607150739,0.09705372616984402,1.5444015444015302,7.504009940133298,0.17265650775302457,0.10667096659716446,0.20642485071872085,0.8938775510204081,219,0.8483606557377049,207,0.8943089430894309,220
1215,卜蜂,False,TURNOVER|DAILY_MOVEMENT,True,735,735,1.0,0,0,77.7,42695349.6,1.2468829928600684,1.6248515287828682,1.0582010582010732,1.533561979421854,0.4950495049504955,1.5380378092659666,0.005442176870748299,0.14556040756912303,1.1164867956039393,0.29771992544409465,0.2134016431908605,0.37007922121981396,1.0,245,1.0,244,1.0,246
1216,統一,False,DAILY_MOVEMENT,True,735,735,1.0,0,0,68.0,516945541.2,1.4589115040515575,1.7137030048203599,1.2693935119887043,1.6450713465638922,0.6079027355623268,1.6963536547359337,0.004081632653061225,0.4341534008682979,1.4319999999999948,0.2331462649644689,0.14626435174237742,0.250272277809603,1.0,245,1.0,244,1.0,246
1217,愛之味,False,TURNOVER|PRICE,True,735,735,1.0,0,0,9.95,19223624.3,2.27514656071849,3.056320469414765,1.8930957683741638,2.880658436213989,0.8905852417302795,3.121290994273814,0.03945578231292517,0.4629629629629539,1.8281272210871766,0.25781259317566274,0.19875545142117224,0.2998065781349937,1.0,245,1.0,244,1.0,246
1218,泰山,False,TURNOVER,True,735,735,1.0,0,0,27.75,24121441.5,2.0281935515738065,3.176567666831033,1.7647058823529453,2.9006541721882115,0.8583690987124415,3.202452196759601,0.0380952380952381,0.28985507246377384,1.6313381624094596,0.28808005040064877,0.19258187532726967,0.3309766546849016,1.0,245,1.0,244,1.0,246
1219,福壽,False,TURNOVER|DAILY_MOVEMENT,True,735,735,1.0,0,0,20.0,12067868.0,1.9335726305471768,2.6233443512524204,1.574803149606303,2.5142889982550214,0.6802721088435382,2.5151515151515156,0.03537414965986395,0.26881720430107503,2.256553502363551,0.29874252543709895,0.2264307057648605,0.3542850325211563,1.0,245,1.0,244,1.0,246
1220,台榮,False,TURNOVER|DAILY_MOVEMENT,True,735,735,1.0,0,0,15.05,3594249.65,1.806619014904703,2.3953660425905907,1.6194331983805612,2.3739081431389253,0.6116207951070374,2.435636856368566,0.02585034013605442,0.3937007874015741,1.823708206686936,0.3205564682827178,0.24628722815114953,0.38065231750601664,1.0,245,1.0,244,1.0,246
1225,福懋油,False,TURNOVER,True,732,735,0.9959183673469387,1,0,45.9,3361780.675,2.1905593537863144,2.9807337936315044,1.7928286852589612,2.9292929292929206,0.6984866123399436,2.802299867315341,0.038408779149519894,0.43478260869564966,2.663829787234042,0.2988908843337944,0.22003927370283236,0.3921974318361274,1.0,245,1.0,244,0.9878048780487805,243
1227,佳格,False,TURNOVER|DAILY_MOVEMENT,True,735,735,1.0,0,0,53.2,52577073.0,1.3457759473034867,1.7713656082324596,1.158301158301161,1.6779668729523234,0.6024096385542244,1.742599742599738,0.005442176870748299,0.1831501831501825,1.3248299214832429,0.2755996570403524,0.18922043572287922,0.297808199297264,1.0,245,1.0,244,1.0,246
1229,聯華,False,TURNOVER|DAILY_MOVEMENT,True,735,735,1.0,0,1,49.3,83401247.1,1.693204140674995,2.248502321095838,1.4778325123152687,2.170709831724612,0.6974721953651897,2.372549019607836,0.01226158038147139,0.28449473412159865,1.4571304401812817,0.34108596671424257,0.22809810031281913,0.43464929515028006,1.0,245,1.0,244,1.0,246
1231,聯華食,False,TURNOVER|DAILY_MOVEMENT,True,735,735,1.0,0,0,65.9,13564713.0,1.6733778372084107,2.515859434810967,1.3533834586466251,2.212695381828415,0.5908419497784423,2.3346538845374654,0.02312925170068027,0.14992503748125774,1.4446367883100075,0.30070567562618383,0.22160703741947332,0.3617342181221299,1.0,245,1.0,244,1.0,246
1232,大統益,False,TURNOVER|DAILY_MOVEMENT,True,735,735,1.0,0,0,149.5,9360078.0,1.2730121669672407,1.5964249716313588,1.0344827586206897,1.615513101576365,0.6079027355623046,1.6072005062048866,0.014965986394557823,0.31746031746031633,1.1419905378341486,0.24939919755926448,0.15860058299916224,0.28768904729956557,1.0,245,1.0,244,1.0,246
1233,天仁,False,TURNOVER|DAILY_MOVEMENT,True,734,735,0.998639455782313,1,0,34.65,536941.0,1.1108434076546392,1.4499203902689561,0.8746355685131112,1.4662756598240467,0.4184100418409997,1.4620007490891813,0.004092769440654843,0.278551532033422,1.59912385287253,0.19981129759025584,0.14842040950315977,0.2676748059343558,1.0,245,0.9959016393442623,243,1.0,246
1234,黑松,False,TURNOVER|DAILY_MOVEMENT,True,735,735,1.0,0,0,33.55,3723987.5999999996,0.9126682773326122,1.1343734282304185,0.7385524372230428,1.0827591157048566,0.30211480362538623,1.133477290195071,0.0013605442176870747,0.15151515151514694,1.096066674504586,0.262148592762564,0.17730646353309523,0.2943425646173953,1.0,245,1.0,244,1.0,246
1235,興泰,False,TURNOVER,True,723,735,0.9836734693877551,1,1,33.4,574299.45,2.013752842645826,2.7220043291698968,1.5342016136414187,2.395238095238101,0.568828950093192,2.3010525773991777,0.02676056338028169,0.5852234294863645,2.696258253851798,0.2911231251168168,0.17461353902629628,0.38213916759920435,0.9877551020408163,242,0.9836065573770492,240,0.9796747967479674,241
1236,宏亞,False,TURNOVER,True,735,735,1.0,0,0,14.3,983692.0,2.365757233468985,3.965340454288366,1.937984496124031,3.587955905170369,0.8097165991902799,4.0977068793619145,0.07482993197278912,0.37735849056603765,2.6620424190756777,0.24403828115429152,0.18011958233777622,0.32146693585423236,1.0,245,1.0,244,1.0,246
1240,茂生農經,False,TURNOVER|DAILY_MOVEMENT,True,734,735,0.998639455782313,1,0,52.0,2302550.0,1.6869512113579863,2.4116079092547977,1.342281879194634,2.226027397260269,0.5802707930367523,2.3682476943346407,0.03819918144611187,0.36900369003689537,2.2737122032896684,0.2811548783471989,0.19587400998241533,0.32670596671697344,1.0,245,1.0,244,0.9959349593495935,245
1256,鮮活果汁-KY,False,TURNOVER,True,729,735,0.9918367346938776,2,0,285.0,11219252.0,2.181164374940913,2.957516545812221,1.5948963317384368,2.8301886792452833,0.8944572452636912,2.9962867679025376,0.04005524861878453,0.40678433535576985,2.686180804460373,0.33205032923125494,0.2550170200957595,0.4119483955108961,1.0,245,1.0,244,0.975609756097561,240
1258,其祥-KY,False,TURNOVER,True,710,735,0.9659863945578231,2,0,17.15,441900.0,4.1148054381660515,5.4116978830645275,2.7588142134477205,4.785993873383258,1.386986564890197,5.142216128630193,0.10319767441860465,0.8498651771956856,3.9160935737124687,0.2841454764775476,0.20794363177012373,0.3054366363975964,0.9591836734693877,235,0.9549180327868853,233,0.983739837398374,242
1259,安心,False,2022_COVERAGE|TURNOVER|DAILY_MOVEMENT,False,697,735,0.9482993197278912,4,0,69.0,826800.0000000001,0.8832598889008952,1.3237407464082327,0.5934718100890292,1.0568086883876482,0.4335269168843636,1.4609211593460514,0.0015015015015015015,0.28449502133713334,1.4787436742328186,0.2286555270256518,0.14256981189979043,0.25661441572643073,0.9673469387755103,237,0.9795081967213115,239,0.8983739837398373,221
1262,綠悅-KY,False,2020_COVERAGE|2020_SESSIONS|2021_COVERAGE|2021_SESSIONS|2022_COVERAGE|2022_SESSIONS|TURNOVER|PRICE|P95_GAP|LONG_MISSING_RUN|DAILY_MOVEMENT,False,0,735,0.0,735,0,,,,,,,,,,,,,,,0.0,0,0.0,0,0.0,0
1264,德麥,False,TURNOVER|DAILY_MOVEMENT,True,717,735,0.9755102040816327,2,1,258.5,2853000.0,0.9149080173124075,1.222964078775528,0.58083307093698,1.0854823492412926,0.37523452157599,1.3138449572206368,0.002857142857142857,0.22883295194507935,1.5232311198591044,0.31122685937240024,0.22455146814732171,0.4387849532040766,1.0,245,0.9836065573770492,240,0.943089430894309,232
1268,漢來美食,False,TURNOVER|DAILY_MOVEMENT,True,729,735,0.9918367346938776,1,0,126.0,2250000.0,1.4429800608448948,1.8997736146132946,1.153846153846154,1.8604651162790697,0.46948356807511304,1.8839657974701451,0.011065006915629323,0.39215686274509665,1.930701316008659,0.3336035305012954,0.24483335164173928,0.3991651283128044,1.0,245,0.9877049180327869,241,0.9878048780487805,243
1294,漢田生技,False,2020_COVERAGE|2020_SESSIONS|2021_COVERAGE|2021_SESSIONS|2022_COVERAGE|2022_SESSIONS|TURNOVER|PRICE|P95_GAP|LONG_MISSING_RUN|DAILY_MOVEMENT,False,0,735,0.0,735,0,,,,,,,,,,,,,,,0.0,0,0.0,0,0.0,0
1295,生合,False,2020_COVERAGE|2020_SESSIONS|2021_COVERAGE|2021_SESSIONS|2022_COVERAGE|2022_SESSIONS|TURNOVER|PRICE|P95_GAP|LONG_MISSING_RUN|DAILY_MOVEMENT,False,0,735,0.0,735,0,,,,,,,,,,,,,,,0.0,0,0.0,0,0.0,0
1301,台塑,False,DAILY_MOVEMENT,True,735,735,1.0,0,0,94.5,720332159.0,1.8314524812819593,2.2531138983002332,1.477832512315271,2.200049736457438,0.8510638297872353,2.2885117349692097,0.014965986394557823,0.4672897196261738,1.5551465509839129,0.29074732056604996,0.19011454337932956,0.35380414675324573,1.0,245,1.0,244,1.0,246
1303,南亞,False,DAILY_MOVEMENT,True,735,735,1.0,0,1,72.7,523178775.0,1.8333288452644436,2.117412707084413,1.5515183935478534,2.0780607840388368,0.7747650408177265,2.3375937509412736,0.010899182561307902,0.45121277749077815,1.7058391863291908,0.2937374471820577,0.19656746590625904,0.335771232185645,1.0,245,1.0,244,1.0,246
1304,台聚,False,TURNOVER,True,735,735,1.0,0,0,22.8,122173855.1,3.1422662717985417,4.041496603243106,2.540415704387978,4.066820276497689,1.327433628318575,4.162711957529518,0.058503401360544216,0.4608294930875445,2.796163193546719,0.27892271490631904,0.21794685128886263,0.34887717372825844,1.0,245,1.0,244,1.0,246
1305,華夏,False,TURNOVER,True,735,735,1.0,0,0,25.85,97166578.95,2.989439375990516,4.099149129160589,2.553191489361693,3.7331601314499014,1.269035532994922,3.938584779706279,0.07210884353741497,0.5625879043600568,2.6644135846559998,0.32555556934825924,0.22918660560018414,0.3831410102852085,1.0,245,1.0,244,1.0,246
1307,三芳,False,TURNOVER|DAILY_MOVEMENT,True,735,735,1.0,0,0,21.1,3058689.4,1.8599609131319923,2.514073196163068,1.5317286652078836,2.4722218826779447,0.6896551724137834,2.4311564428546055,0.029931972789115645,0.24752475247524774,1.8171037438495468,0.32624293333208815,0.2069197329779104,0.3535086260949631,1.0,245,1.0,244,1.0,246
1308,亞聚,False,TURNOVER,True,735,735,1.0,0,0,27.1,73075935.14999999,2.9388562616120764,3.7336582116180517,2.4691358024691334,3.81318654464144,1.1689691817215686,4.4350643915388295,0.07891156462585033,0.5607476635513975,2.782210401891248,0.2898613896826562,0.21848582436468364,0.3857466040666896,1.0,245,1.0,244,1.0,246
1309,台達化,False,TURNOVER,True,735,735,1.0,0,2,30.9,58436382.9,3.2012220965799156,4.961003359112783,2.5258323765786486,4.332129963898915,1.1918951132300348,4.5625348615434485,0.07639836289222374,0.536193029490617,2.5084033613445373,0.29564367780811623,0.21488947110390855,0.38379768503749573,1.0,245,1.0,244,1.0,246
1310,台苯,False,TURNOVER,True,735,735,1.0,0,0,16.85,29294042.4,2.2117487418153328,2.839050574490358,1.8749999999999933,2.7692569870484047,0.8797653958944274,2.8571428571428648,0.029931972789115645,0.31746031746032743,1.8508435582822165,0.30823844909344855,0.22438471389293863,0.3727201852182541,1.0,245,1.0,244,1.0,246
1312,國喬,False,TURNOVER,True,735,735,1.0,0,0,22.75,150972975.0,2.895037748390105,3.701508594588511,2.375296912114014,3.588662879482011,1.1600928074245953,3.493250935111405,0.0326530612244898,0.536193029490617,2.5322929116484314,0.289318837680347,0.186773355337769,0.32362603957206304,1.0,245,1.0,244,1.0,246
1313,聯成,False,TURNOVER,True,735,735,1.0,0,0,16.2,48973857.55,2.943098779511604,4.121212241251399,2.564102564102564,3.871108843041486,1.3157894736842146,4.021946798608722,0.05714285714285714,0.5000000000000115,2.5864285231039887,0.2858967645161883,0.24280501994111783,0.3601996673782724,1.0,245,1.0,244,1.0,246
1314,中石化,False,TURNOVER,True,735,735,1.0,0,0,10.15,177943714.2,2.4356422283771337,3.2377947821342916,1.9762845849802373,3.050967192337258,0.9638554216867545,3.198538812785392,0.036734693877551024,0.48076923076922906,2.258422735482387,0.28979846116796804,0.1988953946075034,0.34079748538125776,1.0,245,1.0,244,1.0,246
1315,達新,False,TURNOVER|DAILY_MOVEMENT,True,720,735,0.9795918367346939,7,0,69.05,7740921.1,1.415210159732608,2.1785928094067684,1.185185185185181,1.9607843137254901,0.5270092226614009,2.2422447650851702,0.02510460251046025,0.2808988764045006,1.7855647590979677,0.35734497186363867,0.27619615247791274,0.4597710354229907,0.9714285714285714,238,0.9713114754098361,237,0.9959349593495935,245
1316,上曜,False,TURNOVER,True,728,735,0.9904761904761905,7,0,12.55,12526438.45,3.210482908696695,4.095743082442554,2.7131782945736407,3.9831823149878334,1.260504201680679,4.530046224961483,0.0687757909215956,0.44642857142858094,2.8900577863386974,0.2889624331306788,0.19771970452248733,0.344947780181986,1.0,245,1.0,244,0.9715447154471545,239
1319,東陽,False,TURNOVER,True,735,735,1.0,0,0,36.8,44430469.199999996,2.3305288345288075,3.193938782328096,2.063983488132095,3.0386972215227117,1.0389610389610393,3.205873218648044,0.04081632653061224,0.4444444444444473,2.036679643740498,0.25841950387697443,0.17886593652193408,0.2879931501690791,1.0,245,1.0,244,1.0,246
1321,大洋,False,TURNOVER|DAILY_MOVEMENT,True,735,735,1.0,0,0,34.05,6336835.600000001,1.7445441858551685,2.272344954479443,1.3736263736263736,2.19860784376914,0.6802721088435382,2.230436442295454,0.024489795918367346,0.2949852507374784,1.4383107005559144,0.30063810673542796,0.20967715471187576,0.35728246987978435,1.0,245,1.0,244,1.0,246
1323,永裕,False,TURNOVER|DAILY_MOVEMENT,True,735,735,1.0,0,0,33.6,3238760.0,1.167578426414687,1.4072694724481434,1.000000000000004,1.4970059880239521,0.3039513677811634,1.465651537335284,0.006802721088435374,0.15698587127158659,1.1216205787781417,0.21040957612456745,0.13272829654458432,0.26570380736439225,1.0,245,1.0,244,1.0,246
1324,地球,False,TURNOVER|DAILY_MOVEMENT,True,729,735,0.9918367346938776,1,0,10.55,420036.05,1.5917320017436047,2.3359899217398876,1.3761467889908126,2.1322058556101107,0.4854368932038833,2.314814814814814,0.015214384508990318,0.4566210045662267,1.9203426904848646,0.2515211871594065,0.18455635503601353,0.3032014659190811,0.9877551020408163,242,1.0,244,0.9878048780487805,243
1325,恆大,False,TURNOVER,True,735,735,1.0,0,1,49.5,115856575.7,4.333426915524646,5.970139039647856,3.470234281868096,5.703757134792696,1.8360663632642271,7.653522947640595,0.16621253405994552,0.6696428571428603,5.590705727718525,0.31628534165947186,0.24633491413320946,0.40228708912825173,1.0,245,1.0,244,1.0,246
1326,台化,False,DAILY_MOVEMENT,True,735,735,1.0,0,0,79.4,357781007.7,1.6199620496078586,1.8936458666622338,1.3333333333333208,1.8789797961692545,0.660066006600668,2.0372143196300962,0.012244897959183673,0.3783102143757877,1.7589020499468218,0.27226897910128234,0.16285397265544801,0.28501494703267694,1.0,245,1.0,244,1.0,246
1333,恩得利,False,2020_COVERAGE|2020_SESSIONS|2021_COVERAGE|2021_SESSIONS|2022_COVERAGE|2022_SESSIONS|TURNOVER|PRICE|P95_GAP|LONG_MISSING_RUN,False,49,735,0.06666666666666667,677,0,2.02,76760.0,5.579975807423651,5.730037950513725,2.439024390243894,6.132075471698108,2.4390243902438935,8.18181818181819,0.2682926829268293,2.010050251256279,9.595959595959592,0.1973904739886362,0.26641158283475547,0.34302383932475433,0.2,49,0.0,0,0.0,0
1336,台翰,False,TURNOVER,True,735,735,1.0,0,0,20.8,5006500.0,2.535490115226695,4.009014787846005,2.070393374741201,3.3888572606450786,0.7978723404255428,3.3659391609182436,0.050340136054421766,0.4405286343612369,2.73809523809523,0.3193928307372162,0.24306618877047398,0.37004558481573246,1.0,245,1.0,244,1.0,246
1337,再生-KY,False,TURNOVER|PRICE,True,735,735,1.0,0,0,7.06,4318993.899999999,2.9865872342639563,4.218344848940501,2.387640449438201,3.7714901477832496,0.9915014164306069,4.443271620581666,0.08163265306122448,0.46948356807512415,2.92728677038508,0.2959474287296754,0.220456296674743,0.34919918615268875,1.0,245,1.0,244,1.0,246
1338,廣華-KY,False,TURNOVER,True,735,735,1.0,0,0,56.0,17208922.5,2.6066878037624583,3.248613685322516,2.2058823529411686,3.2744194704267287,1.0912698412698374,3.502311066307772,0.050340136054421766,0.5172413793103292,2.232959662511259,0.30248647656238686,0.21225617226697005,0.3408070979916501,1.0,245,1.0,244,1.0,246
1339,昭輝,False,TURNOVER,True,735,735,1.0,0,0,40.2,6146310.5,2.254657922792957,2.987482553022489,1.8372703412073563,2.716115619341431,0.7194244604316502,2.886198547215494,0.036734693877551024,0.3685503685503688,2.102812381507267,0.24044177803998323,0.1711795165514156,0.29943806968200426,1.0,245,1.0,244,1.0,246
1340,勝悅-KY,False,TURNOVER,True,735,735,1.0,0,0,10.55,1945721.5000000002,2.470314514668363,3.093483647382975,1.953125,3.111111111111116,0.8333333333333304,3.0043746783324696,0.03945578231292517,0.43290043290044045,1.7678500199441418,0.29827123115753257,0.2081345364294893,0.3606593799927549,1.0,245,1.0,244,1.0,246
1341,富林-KY,False,TURNOVER|DAILY_MOVEMENT,True,734,735,0.998639455782313,1,0,66.75,728813.6,1.2991652302858836,1.7955442240914394,0.8797653958944406,1.6320474777448197,0.5059021922428242,1.7768893965353205,0.0068212824010914054,0.40000000000000036,2.2913625826393065,0.22964960925102704,0.1714725274811534,0.316056403649819,1.0,245,1.0,244,0.9959349593495935,245
1342,八貫,False,2020_COVERAGE|2020_SESSIONS|TURNOVER|LONG_MISSING_RUN,False,518,735,0.7047619047619048,217,0,61.1,6375457.399999999,2.183759641197152,3.1292650677571405,2.018633540372666,3.0141843971631257,0.8305647840531671,3.3824454892089064,0.048355899419729204,0.49423393739702615,2.574952561669832,0.31313486965434617,0.22436556588009296,0.3405634116283471,0.11428571428571428,28,1.0,244,1.0,246
1402,遠東新,False,DAILY_MOVEMENT,True,735,735,1.0,0,0,29.5,221359537.1,1.7525467290954957,2.086158350449173,1.4925373134328335,2.0237778140564613,0.6814310051107331,2.252720658266587,0.013605442176870748,0.33840947546530664,1.6192283364958884,0.27591695761634655,0.18453390849345563,0.31846966707219976,1.0,245,1.0,244,1.0,246
1409,新纖,False,TURNOVER,True,735,735,1.0,0,0,17.55,54100217.55,2.0813550579622886,3.0604010127863055,1.7910447761194073,2.9045643153527014,0.8746355685131268,2.8700290218840685,0.034013605442176874,0.48076923076924016,2.0897560549286,0.3002587663312443,0.20823204860144928,0.3453459450130427,1.0,245,1.0,244,1.0,246
1410,南染,False,TURNOVER|DAILY_MOVEMENT,True,728,735,0.9904761904761905,1,0,34.425,1015671.4500000001,1.8935761347913984,2.383537420366835,1.629629629629621,2.3809523809523845,0.6153846153846287,2.0895522388059806,0.013869625520110958,0.43923865300146137,1.810584958217265,0.1973790462530547,0.11393256554790587,0.23174876462161692,0.9877551020408163,242,0.9918032786885246,242,0.991869918699187,244
1413,宏洲,False,TURNOVER|PRICE,True,735,735,1.0,0,0,9.76,922435.5,2.3924968473474713,3.134500601557159,1.904761904761915,3.0940170940170915,0.8168028004667427,2.8893833439288046,0.05442176870748299,0.4739336492891044,3.367005185825404,0.2539409249510198,0.1773378199011898,0.3044325666173967,1.0,245,1.0,244,1.0,246
1414,東和,False,TURNOVER,True,735,735,1.0,0,0,16.2,6417128.550000001,3.0197224959200133,4.79503334031748,2.5525525525525516,4.419086246485975,1.0937500000000044,4.272384260645625,0.07346938775510205,0.4796163069544557,2.584470532149452,0.3068808909210752,0.21837162332199067,0.35595916628036856,1.0,245,1.0,244,1.0,246
1416,廣豐,False,TURNOVER|DAILY_MOVEMENT,True,734,735,0.998639455782313,1,0,11.15,2454606.45,1.7997674638835968,2.5046158802112375,1.7361111111111112,2.4870466321243545,0.4975124378109319,2.5670651795982766,0.027285129604365622,0.4424778761061843,1.777777777777767,0.2695705261786807,0.19872200788947786,0.3268761891599802,0.9959183673469387,244,1.0,244,1.0,246
1417,嘉裕,False,TURNOVER,True,728,735,0.9904761904761905,7,0,11.2,5123735.460000001,2.5019200473081336,3.6276961544949327,2.1660649819494635,3.5081462834766763,0.9316770186335255,3.598501435313567,0.06602475928473177,0.4739336492890933,2.5844456121912645,0.319472524454822,0.2220568093307444,0.36111834143293137,0.9714285714285714,238,1.0,244,1.0,246
1418,東華,False,2020_COVERAGE|2020_SESSIONS|2021_COVERAGE|TURNOVER|P95_GAP,False,597,735,0.8122448979591836,7,0,11.45,104027.43,4.16380066040439,5.902078865370122,2.6470588235294077,4.933285892189996,1.0600706713780994,6.507842906003075,0.14003944773175542,1.4084507042253502,8.312900261438838,0.18871927059935106,0.1336963131795372,0.22462471671766923,0.6979591836734694,171,0.7950819672131147,194,0.943089430894309,232
1419,新紡,False,TURNOVER|DAILY_MOVEMENT,True,732,735,0.9959183673469387,1,0,41.3,1421632.275,1.386269477547776,1.9844942798848206,1.118012422360238,1.8433179723502238,0.5973715651135025,2.181390877043052,0.015089163237311385,0.3722084367245637,1.8088131905647762,0.21695057966941125,0.13129551612677803,0.22647721338549542,0.9918367346938776,243,0.9959016393442623,243,1.0,246
1423,利華,False,TURNOVER|DAILY_MOVEMENT,True,733,735,0.9972789115646259,1,0,18.9,1597715.4000000001,1.6800278816256928,2.5029882267973367,1.336302895322943,2.2524481381265273,0.5000000000000115,1.9230769230769162,0.023255813953488372,0.33783783783782884,1.971971813103096,0.30108065272640866,0.21415395168063558,0.3984872518543317,0.9959183673469387,244,1.0,244,0.9959349593495935,245
1432,大魯閣,False,TURNOVER,True,728,735,0.9904761904761905,7,1,12.5,2292401.325,3.1591979348558064,4.380536619532389,2.3809523809523796,3.8640152417242195,1.05635112516273,5.023659305993683,0.10055096418732783,0.4201754850555184,4.8193079443079325,0.31949558795655775,0.23761963287039178,0.3926877712278214,0.9714285714285714,238,1.0,244,1.0,246
1434,福懋,False,TURNOVER|DAILY_MOVEMENT,True,735,735,1.0,0,1,30.3,58969169.25,1.3360574974431076,1.6829395592097018,1.129487880444691,1.635992640373116,0.5555555555555536,1.8300142247510816,0.004087193460490463,0.19230769230769162,1.2794691097016717,0.2893023419265296,0.17892988731096013,0.31314799503759283,1.0,245,1.0,244,1.0,246
1435,中福,False,2022_COVERAGE|2022_SESSIONS|TURNOVER|LONG_MISSING_RUN,False,634,735,0.8625850340136054,95,0,22.0,2508885.55,3.3444319401213445,5.890061417554023,2.82021151586368,5.158730158730162,1.1299435028248594,8.395300566269668,0.17011128775834658,0.6211180124223503,6.857477143191426,0.3245212248241819,0.28166611636887384,0.45648730685343647,1.0,245,0.9959016393442623,243,0.5934959349593496,146
1436,華友聯,False,TURNOVER|DAILY_MOVEMENT,True,735,735,1.0,0,0,40.75,2176200.0,1.4824136272486539,1.8181940332021005,1.2259194395796897,1.869322152341015,0.355239786856143,1.4936587767081402,0.005442176870748299,0.263157894736854,1.614862217578667,0.3303157248432262,0.27710376697699923,0.4601633636555861,1.0,245,1.0,244,1.0,246
