stock_id,stock_name,period,threshold_id,threshold_return,threshold_horizon_sessions,episode_ordinal,signal_date,entry_date,first_hit_day,cooldown_sessions,blocked_through_calendar_index,mfe10,mae10
1476,儒鴻,2021,UP10_10D,0.1,10,6,20210616,20210617,7,10,602,0.10666666666666669,0.03166666666666673
1476,儒鴻,2021,UP10_10D,0.1,10,7,20210827,20210830,10,10,654,0.11808118081180807,0.02583025830258312
1476,儒鴻,2021,UP10_10D,0.1,10,8,20211103,20211104,5,10,699,0.10499999999999998,-0.0033333333333332993
1476,儒鴻,2021,UP15_10D,0.15,10,1,20210302,20210303,7,10,530,0.15537383177570097,-0.017523364485981352
1476,儒鴻,2021,UP15_10D,0.15,10,2,20210426,20210427,10,10,567,0.1558441558441559,-0.020408163265306145
1476,儒鴻,2021,UP15_10D,0.15,10,3,20210514,20210517,6,10,580,0.1753130590339893,-0.00536672629695889
1476,儒鴻,2022,UP5_5D,0.05,5,1,20220314,20220315,5,10,783,0.09480812641083514,-0.04176072234762984
1476,儒鴻,2022,UP5_5D,0.05,5,2,20220415,20220418,4,10,805,0.08639308855291583,-0.002159827213822907
1476,儒鴻,2022,UP5_5D,0.05,5,3,20220506,20220509,3,10,819,0.09401709401709413,-0.01175213675213671
1476,儒鴻,2022,UP5_5D,0.05,5,4,20220526,20220527,3,10,833,0.09656652360515028,0.0021459227467810482
1476,儒鴻,2022,UP5_5D,0.05,5,5,20220616,20220617,3,10,847,0.07095343680709543,-0.07871396895787142
1476,儒鴻,2022,UP5_5D,0.05,5,6,20220704,20220705,5,10,859,0.06862745098039214,-0.02450980392156865
1476,儒鴻,2022,UP5_5D,0.05,5,7,20220729,20220801,5,10,878,0.0966952264381884,-0.01346389228886169
1476,儒鴻,2022,UP5_5D,0.05,5,8,20220831,20220901,5,10,901,0.11852704257767543,-0.0034522439585730202
1476,儒鴻,2022,UP5_5D,0.05,5,9,20220930,20221003,2,10,922,0.06779661016949157,0.0052151238591917615
1476,儒鴻,2022,UP5_5D,0.05,5,10,20221025,20221026,5,10,938,0.06219512195121957,0.025609756097561
1476,儒鴻,2022,UP5_5D,0.05,5,11,20221109,20221110,2,10,949,0.07438016528925617,0.010625737898465104
1476,儒鴻,2022,UP5_5D,0.05,5,12,20221125,20221128,5,10,961,0.08967082860385922,0.0011350737797957144
1476,儒鴻,2022,UP5_5D,0.05,5,13,20221216,20221219,4,10,976,0.09240924092409242,-0.017601760176017556
1476,儒鴻,2022,UP8_10D,0.08,10,1,20220310,20220311,9,10,781,0.10604332953249718,-0.03192702394526792
1476,儒鴻,2022,UP8_10D,0.08,10,2,20220415,20220418,5,10,805,0.08639308855291583,-0.002159827213822907
1476,儒鴻,2022,UP8_10D,0.08,10,3,20220506,20220509,5,10,819,0.09401709401709413,-0.01175213675213671
1476,儒鴻,2022,UP8_10D,0.08,10,4,20220523,20220524,9,10,830,0.09892473118279566,-0.010752688172043001
1476,儒鴻,2022,UP8_10D,0.08,10,5,20220705,20220706,10,10,860,0.08333333333333326,-0.014705882352941124
1476,儒鴻,2022,UP8_10D,0.08,10,6,20220728,20220729,6,10,877,0.0847457627118644,-0.02421307506053272
1476,儒鴻,2022,UP8_10D,0.08,10,7,20220826,20220829,10,10,898,0.09049773755656099,-0.020361990950226283
1476,儒鴻,2022,UP8_10D,0.08,10,8,20221014,20221017,3,10,931,0.11811023622047245,0.011811023622047223
1476,儒鴻,2022,UP8_10D,0.08,10,9,20221123,20221124,10,10,959,0.08286038592508516,0.0011350737797957144
1476,儒鴻,2022,UP8_10D,0.08,10,10,20221213,20221214,8,10,973,0.0912087912087911,-0.018681318681318726
1476,儒鴻,2022,UP10_10D,0.1,10,1,20220310,20220311,9,10,781,0.10604332953249718,-0.03192702394526792
1476,儒鴻,2022,UP10_10D,0.1,10,2,20220520,20220523,10,10,829,0.11328976034858385,-0.005446623093681935
1476,儒鴻,2022,UP10_10D,0.1,10,3,20220706,20220707,10,10,861,0.10421836228287851,0.042183622828784184
1476,儒鴻,2022,UP10_10D,0.1,10,4,20220801,20220802,4,10,879,0.13258983890954146,-0.0012391573729864103
1476,儒鴻,2022,UP10_10D,0.1,10,5,20220831,20220901,7,10,901,0.11852704257767543,-0.0034522439585730202
1476,儒鴻,2022,UP10_10D,0.1,10,6,20221014,20221017,8,10,931,0.11811023622047245,0.011811023622047223
1477,聚陽,HISTORICAL_DISCOVERY,UP5_5D,0.05,5,1,20200312,20200313,1,10,294,0.05726872246696035,-0.13480176211453743
1477,聚陽,HISTORICAL_DISCOVERY,UP5_5D,0.05,5,2,20200327,20200330,5,10,305,0.125,0.019230769230769162
1477,聚陽,HISTORICAL_DISCOVERY,UP5_5D,0.05,5,3,20200421,20200422,5,10,320,0.09442060085836901,0.008583690987124415
1477,聚陽,HISTORICAL_DISCOVERY,UP5_5D,0.05,5,4,20200512,20200513,4,10,334,0.27586206896551735,-0.017241379310344862
1477,聚陽,HISTORICAL_DISCOVERY,UP5_5D,0.05,5,5,20200528,20200529,5,10,346,0.12758620689655165,-0.006896551724137945
1477,聚陽,HISTORICAL_DISCOVERY,UP5_5D,0.05,5,6,20200624,20200629,5,10,365,0.05483870967741944,0.0
1477,聚陽,HISTORICAL_DISCOVERY,UP5_5D,0.05,5,7,20200713,20200714,3,10,376,0.05934718100890213,-0.0029673590504450953
1477,聚陽,HISTORICAL_DISCOVERY,UP5_5D,0.05,5,8,20200728,20200729,2,10,387,0.10149253731343277,-0.0029850746268657025
1477,聚陽,HISTORICAL_DISCOVERY,UP5_5D,0.05,5,9,20200812,20200813,3,10,398,0.08196721311475419,-0.010928961748633892
1477,聚陽,HISTORICAL_DISCOVERY,UP5_5D,0.05,5,10,20200827,20200828,5,10,409,0.059125964010282805,-0.023136246786632397
1477,聚陽,HISTORICAL_DISCOVERY,UP5_5D,0.05,5,11,20201008,20201012,5,10,437,0.15963855421686746,-0.015060240963855387
1477,聚陽,HISTORICAL_DISCOVERY,UP5_5D,0.05,5,12,20201117,20201118,5,10,464,0.05066666666666664,-0.016000000000000014
1477,聚陽,HISTORICAL_DISCOVERY,UP5_5D,0.05,5,13,20210129,20210201,3,10,516,0.11290322580645151,0.021505376344086002
1477,聚陽,HISTORICAL_DISCOVERY,UP5_5D,0.05,5,14,20210303,20210304,5,10,531,0.09002433090024331,-0.012165450121654486
