period,cohort,feature,resolution,bucket,lower_bound_exclusive,upper_bound_inclusive,equality_rule,signals,evaluable_signals,outcome_observation_rate,primary_success_rate,gross_average_return,net_average_return,gross_median_return,net_median_return,gross_win_rate,net_win_rate,gross_profit_factor,net_profit_factor,average_day1_close_return,average_day3_close_return,average_day5_close_return,average_day10_close_return,average_mfe_5d,average_mfe_10d,average_mae_5d,average_mae_10d,average_trade_mfe_abs_mae,aggregate_mfe_abs_mae,top1_removed_winners,top1_removed_gross_average_return,top1_removed_gross_profit_factor,top1_removed_net_profit_factor
HISTORICAL_DISCOVERY,ALL_ELIGIBLE,bias_20,DECILE,1,,-0.07910312420360083,BOUNDARY_EQUALITY_STAYS_IN_LOWER_BUCKET,32975,32838,0.9958453373768006,0.309884889457336,0.003401915742689798,-0.0024044305066984037,-0.01174792387952589,-0.01748437707929772,0.4716791522017175,0.4600462878372617,1.0983657709784627,0.9358284188103699,-0.0011049656608680199,0.0017689647522424678,0.006309742617270857,0.022149134600558243,0.040459853042794196,0.07173372693180446,-0.03847123897153538,-0.05810827844731323,5.58845962644882,1.23448377492108,155,0.0025609021047619815,1.0736984984889812,0.9139207697022147
HISTORICAL_DISCOVERY,ALL_ELIGIBLE,bias_20,DECILE,2,-0.07910312420360083,-0.046261557405770246,BOUNDARY_EQUALITY_STAYS_IN_LOWER_BUCKET,32975,32886,0.9973009855951478,0.19570637961442558,-0.004878349145637278,-0.010636893214602414,-0.01626016260162605,-0.02195189304592067,0.43015264854345314,0.40935352429605304,0.8491265251801285,0.700304118992286,-0.0036540905051174314,-0.004116461825869267,-0.005026012207162896,-0.0049949659986809995,0.025321268763890716,0.0452643234220049,-0.03423983907596305,-0.05524479453319938,4.448797039087735,0.8193409678590312,142,-0.005662399630453387,0.8256342391310522,0.6797301450479093
HISTORICAL_DISCOVERY,ALL_ELIGIBLE,bias_20,DECILE,3,-0.046261557405770246,-0.026246020312501818,BOUNDARY_EQUALITY_STAYS_IN_LOWER_BUCKET,32975,32873,0.9969067475360122,0.1678885407477261,-0.004346298856014822,-0.010107971218099657,-0.011928429423459175,-0.01766741506548673,0.4329693061174824,0.40446567091534086,0.8535024583777568,0.6922564219305491,-0.0029175533018318102,-0.0032245856587694646,-0.00391657254389772,-0.006647571438163515,0.023024188562287905,0.04148744170736933,-0.029624735255249033,-0.050267159892463095,4.4058018364018565,0.8253388851911212,143,-0.005131997584003923,0.8277719596479346,0.6699161433084685
HISTORICAL_DISCOVERY,ALL_ELIGIBLE,bias_20,DECILE,4,-0.026246020312501818,-0.01089143886422876,BOUNDARY_EQUALITY_STAYS_IN_LOWER_BUCKET,32975,32885,0.9972706595905989,0.15414322639501293,-0.0036547252996792763,-0.00942069289667604,-0.009708737864077666,-0.0154604175532991,0.43183822411433787,0.3994830469819066,0.8675884810816544,0.694208444739159,-0.00222822793510337,-0.0024944489575993867,-0.003001650013719521,-0.005337347743703764,0.021521357413667147,0.039522873402090666,-0.02648974019210465,-0.04558158625241382,4.444293992560523,0.8670798155910533,143,-0.004439717843699048,0.8398474875513087,0.6703153323870815
HISTORICAL_DISCOVERY,ALL_ELIGIBLE,bias_20,DECILE,5,-0.01089143886422876,0.003375440969952681,BOUNDARY_EQUALITY_STAYS_IN_LOWER_BUCKET,32975,32837,0.9958150113722517,0.1461765691141091,-0.0017942202512194363,-0.007571002213861405,-0.00630252100840345,-0.01205349866550102,0.44468130462587935,0.40649267594481836,0.9286871928512402,0.7326345622693332,-0.0019341589155009514,-0.00184047109502282,-0.00196428400096998,-0.0030908716771986663,0.020890380969914628,0.03813603682603887,-0.024190400315958052,-0.041047530392244666,4.421037517758241,0.9290701891591538,147,-0.0025875292308443357,0.897616849273989,0.7061030015153319
HISTORICAL_DISCOVERY,ALL_ELIGIBLE,bias_20,DECILE,6,0.003375440969952681,0.016897773664318633,BOUNDARY_EQUALITY_STAYS_IN_LOWER_BUCKET,32975,32848,0.9961485974222896,0.1550779347296639,-0.001546963347790645,-0.007324977911348951,-0.007299270072992692,-0.013047738866864573,0.44279712615684363,0.4074220652703361,0.9399389774746123,0.7466838568272575,-0.0018957594217898354,-0.0021628652673665663,-0.0017656628445081733,-0.0019592292330845723,0.02229113789870228,0.04060953904031071,-0.025113398590887365,-0.042052974319960745,4.737892476871885,0.9656757862436166,146,-0.0023423416605941744,0.9094625366159603,0.7205842005496682
HISTORICAL_DISCOVERY,ALL_ELIGIBLE,bias_20,DECILE,7,0.016897773664318633,0.03316112995608717,BOUNDARY_EQUALITY_STAYS_IN_LOWER_BUCKET,32975,32838,0.9958453373768006,0.1796089895852366,-0.0007089139064148217,-0.006491619963947243,-0.009345794392523366,-0.01508701431506455,0.44040440952554966,0.41092636579572445,0.9738332631526869,0.7853520689200173,-0.0017581820421258842,-0.0011863733932120962,-0.0008503413309338097,-0.0007542785464686666,0.025111021960406092,0.04529642496693269,-0.026571399578704843,-0.044001889181135005,4.868534615325993,1.0294200046836328,145,-0.0014994018469239637,0.9448999251949218,0.7604278297861912
HISTORICAL_DISCOVERY,ALL_ELIGIBLE,bias_20,DECILE,8,0.03316112995608717,0.056599034016765006,BOUNDARY_EQUALITY_STAYS_IN_LOWER_BUCKET,32975,32782,0.9941470811220622,0.20593618449148923,-0.0008805256226578781,-0.006662098192886277,-0.013001182033096914,-0.01873820847668,0.4335305960588128,0.4087304008297236,0.9700681866352318,0.7955415174817684,-0.002778437617171001,-0.001996383553480406,-0.0008997624071764721,0.0001579961614508304,0.027227653189684,0.049909828674090315,-0.02963924585188292,-0.048104389264334545,4.78237416745187,1.0375316979877833,143,-0.0016677161426095048,0.9435564187390083,0.7725188602012582
HISTORICAL_DISCOVERY,ALL_ELIGIBLE,bias_20,DECILE,9,0.056599034016765006,0.10184245189615981,BOUNDARY_EQUALITY_STAYS_IN_LOWER_BUCKET,32975,32833,0.9956937073540562,0.23388054701062955,-0.0012589182842388177,-0.007038136345889108,-0.019393939393939297,-0.025080290619803675,0.4253951816769713,0.40806505649803554,0.9609465105771449,0.8012712603586972,-0.004174089531074185,-0.0031796133235933457,-0.0015667810475266223,0.0021037442354548863,0.02956054990613913,0.05569210543662458,-0.034231766587659584,-0.053566746043628245,4.508029043414757,1.039676843377145,140,-0.002040213546754917,0.9369794574702326,0.7802790923306439
HISTORICAL_DISCOVERY,ALL_ELIGIBLE,bias_20,DECILE,10,0.10184245189615981,,BOUNDARY_EQUALITY_STAYS_IN_LOWER_BUCKET,32975,32814,0.995117513267627,0.30858779789114404,-0.0016885135061712666,-0.0074652019429095415,-0.051094890510948954,-0.05658063333572495,0.406076674590114,0.3967209118059365,0.9569518937867587,0.8241669260193104,-0.005450753764143022,-0.0022319448188347353,0.0008854738830885978,0.007271453252954153,0.04415560399227019,0.08180663328390311,-0.0465165061139472,-0.07126885788118034,5.499112472101661,1.1478594678799452,134,-0.0024484043487974965,0.9378336272608232,0.8071622401598486
