period,cohort,feature,cluster_unit,clusters,bootstrap_reps,comparison,metric,point_estimate,ci_low,ci_high
HISTORICAL_DISCOVERY,ALL_ELIGIBLE,bias_20,signal_date,735,5000,MID_MINUS_LOW,gross_average_return,1.639857619796254e-05,-0.0039190534453850505,0.0038942021194218533
HISTORICAL_DISCOVERY,ALL_ELIGIBLE,bias_20,signal_date,735,5000,MID_MINUS_LOW,net_average_return,1.6042128141499114e-05,-0.0038966614415650897,0.0038715085730745514
HISTORICAL_DISCOVERY,ALL_ELIGIBLE,bias_20,signal_date,735,5000,MID_MINUS_LOW,primary_success_rate,-0.06570931424120519,-0.08575890552242658,-0.045947975276920655
HISTORICAL_DISCOVERY,ALL_ELIGIBLE,bias_20,signal_date,735,5000,MID_MINUS_LOW,average_mfe_10d,-0.011930060351781291,-0.015959211256604117,-0.008037026116042921
HISTORICAL_DISCOVERY,ALL_ELIGIBLE,bias_20,signal_date,735,5000,MID_MINUS_LOW,average_mae_10d,0.01136711560089694,0.007543477896077531,0.015293918644877901
HISTORICAL_DISCOVERY,ALL_ELIGIBLE,bias_20,signal_date,735,5000,MID_MINUS_HIGH,gross_average_return,-0.000650684999346554,-0.002345720841582012,0.0009776534158248025
HISTORICAL_DISCOVERY,ALL_ELIGIBLE,bias_20,signal_date,735,5000,MID_MINUS_HIGH,net_average_return,-0.0006473902437329438,-0.002332606633077902,0.000971601696919585
HISTORICAL_DISCOVERY,ALL_ELIGIBLE,bias_20,signal_date,735,5000,MID_MINUS_HIGH,primary_success_rate,-0.09072947231680589,-0.09754720291968058,-0.08399379369766617
HISTORICAL_DISCOVERY,ALL_ELIGIBLE,bias_20,signal_date,735,5000,MID_MINUS_HIGH,average_mfe_10d,-0.021581568771467247,-0.023130805111102614,-0.02000293643513544
HISTORICAL_DISCOVERY,ALL_ELIGIBLE,bias_20,signal_date,735,5000,MID_MINUS_HIGH,average_mae_10d,0.014477190805008401,0.012732469511111148,0.016139197424220784
HISTORICAL_DISCOVERY,ALL_ELIGIBLE,bias_20,signal_date,735,5000,HIGH_MINUS_MID,gross_average_return,0.000650684999346554,-0.0009776534158248025,0.0023457208415820115
HISTORICAL_DISCOVERY,ALL_ELIGIBLE,bias_20,signal_date,735,5000,HIGH_MINUS_MID,net_average_return,0.0006473902437329438,-0.000971601696919585,0.0023326066330779014
HISTORICAL_DISCOVERY,ALL_ELIGIBLE,bias_20,signal_date,735,5000,HIGH_MINUS_MID,primary_success_rate,0.09072947231680589,0.08399379369766617,0.09754720291968058
