stock_id,stock_name,discovery_quality_score,liquidity_component,continuity_component,behavior_stability_component,tradable_volatility_component,gap_safety_component,trend_structure_quality_component,future_outcomes_used_for_universe_selection,industry_used_for_score_cluster_or_selection,discovery_quality_rank
2338,光罩,0.4632323232323232,0.43636363636363634,0.5666666666666667,0.1515151515151515,1.0,0.12727272727272732,0.4777777777777778,False,False,130
4958,臻鼎-KY,0.46295454545454545,0.5515151515151515,0.10303030303030303,0.4727272727272728,0.5328282828282829,0.6909090909090909,0.6090909090909091,False,False,131
3228,金麗科,0.45696969696969697,0.3090909090909091,0.5666666666666667,0.32727272727272727,1.0,0.0060606060606061,0.503030303030303,False,False,132
4938,和碩,0.45681818181818185,0.48484848484848486,0.10303030303030303,0.5757575757575757,0.17676767676767677,0.806060606060606,0.9272727272727272,False,False,133
6176,瑞儀,0.4455555555555556,0.15757575757575756,0.5666666666666667,0.4242424242424242,0.31313131313131315,0.8242424242424242,0.7858585858585858,False,False,134
6239,力成,0.44414141414141417,0.3515151515151515,0.5666666666666667,0.3939393939393939,0.393939393939394,0.7454545454545455,0.30505050505050507,False,False,135
1605,華新,0.44333333333333336,0.38181818181818183,0.5666666666666667,0.09090909090909094,0.7272727272727273,0.4121212121212121,0.6606060606060606,False,False,136
3141,晶宏,0.44303030303030305,0.36363636363636365,0.5666666666666667,0.07272727272727275,1.0,0.07272727272727275,0.6696969696969697,False,False,137
9945,潤泰新,0.44287878787878787,0.24242424242424243,0.5666666666666667,0.37575757575757573,0.398989898989899,0.7696969696969697,0.5696969696969697,False,False,138
6223,旺矽,0.44171717171717173,0.10909090909090909,0.5666666666666667,0.24242424242424243,1.0,0.33939393939393936,0.6868686868686869,False,False,139
2356,英業達,0.4385858585858586,0.030303030303030304,0.5666666666666667,0.8181818181818181,0.1717171717171717,0.9333333333333333,0.3494949494949495,False,False,140
6510,精測,0.43469696969696975,0.09696969696969697,0.5666666666666667,0.2909090909090909,0.994949494949495,0.37575757575757573,0.5212121212121212,False,False,141
2371,大同,0.43368686868686873,0.28484848484848485,0.5666666666666667,0.18787878787878787,0.5404040404040404,0.7333333333333334,0.5717171717171716,False,False,142
6116,彩晶,0.43333333333333335,0.20606060606060606,0.5666666666666667,0.12727272727272732,0.8686868686868687,0.503030303030303,0.6242424242424243,False,False,143
4961,天鈺,0.43212121212121213,0.44242424242424244,0.5666666666666667,0.0,1.0,0.042424242424242475,0.5393939393939393,False,False,144
5880,合庫金,0.43194444444444446,0.17575757575757575,0.5666666666666667,0.5878787878787879,0.03787878787878788,0.9212121212121213,0.5929292929292929,False,False,145
2014,中鴻,0.4221212121212122,0.3212121212121212,0.5666666666666667,0.042424242424242475,1.0,0.1575757575757576,0.5424242424242425,False,False,146
4736,泰博,0.4208585858585859,0.024242424242424242,0.5666666666666667,0.38787878787878793,0.893939393939394,0.4,0.49797979797979797,False,False,147
2887,台新新光金,0.41893939393939394,0.21212121212121213,0.5666666666666667,0.38181818181818183,0.15656565656565657,0.8848484848484849,0.6424242424242423,False,False,148
3260,威剛,0.41666666666666663,0.3333333333333333,0.5666666666666667,0.19999999999999996,0.7474747474747474,0.3151515151515152,0.36363636363636365,False,False,149
2915,潤泰全,0.40712121212121216,0.1393939393939394,0.5666666666666667,0.23030303030303034,0.3888888888888889,0.7636363636363637,0.7818181818181819,False,False,150
2880,華南金,0.40515151515151515,0.03636363636363636,0.5666666666666667,0.6303030303030304,0.04040404040404041,0.9393939393939394,0.5666666666666667,False,False,151
1795,美時,0.403030303030303,0.11515151515151516,0.5666666666666667,0.018181818181818188,1.0,0.4666666666666667,0.6060606060606061,False,False,152
3227,原相,0.40012626262626266,0.23030303030303031,0.5666666666666667,0.1393939393939394,0.6843434343434344,0.6606060606060606,0.3262626262626263,False,False,153
2606,裕民,0.398030303030303,0.18181818181818182,0.5666666666666667,0.030303030303030276,0.9242424242424242,0.34545454545454546,0.6,False,False,154
3545,敦泰,0.39151515151515154,0.5757575757575758,0.030303030303030304,0.024242424242424288,1.0,0.1333333333333333,0.7333333333333334,False,False,155
2890,永豐金,0.3852525252525253,0.18787878787878787,0.5666666666666667,0.36969696969696975,0.12121212121212122,0.9454545454545454,0.38282828282828285,False,False,156
8358,金居,0.3713131313131313,0.09090909090909091,0.5666666666666667,0.10303030303030303,0.8080808080808081,0.5333333333333333,0.40101010101010093,False,False,157
4904,遠傳,0.365959595959596,0.12727272727272726,0.5666666666666667,0.34545454545454546,0.030303030303030304,0.9878787878787879,0.48383838383838385,False,False,158
6138,茂達,0.36313131313131314,0.01818181818181818,0.5666666666666667,0.12121212121212122,1.0,0.1636363636363637,0.5464646464646464,False,False,159
1785,光洋科,0.3590909090909091,0.048484848484848485,0.5666666666666667,0.32121212121212117,0.7474747474747475,0.47878787878787876,0.09393939393939396,False,False,160
2351,順德,0.33111111111111113,0.006060606060606061,0.5666666666666667,0.1575757575757576,1.0,0.21818181818181814,0.1292929292929293,False,False,161
3576,聯合再生,0.31479797979797985,0.0,0.030303030303030304,0.4545454545454546,0.7828282828282829,0.4303030303030303,0.5737373737373738,False,False,162
4142,國光生,0.31363636363636366,0.06060606060606061,0.5666666666666667,0.11515151515151512,0.7070707070707072,0.24242424242424243,0.31818181818181823,False,False,163
2834,臺企銀,0.3105555555555556,0.04242424242424243,0.5666666666666667,0.2666666666666667,0.05555555555555556,0.9757575757575757,0.2737373737373737,False,False,164
1760,寶齡富錦,0.30727272727272725,0.1696969696969697,0.0696969696969697,0.06060606060606055,1.0,0.11515151515151512,0.7727272727272727,False,False,165
5351,鈺創,0.2923232323232323,0.14545454545454545,0.030303030303030304,0.24848484848484853,1.0,0.012121212121212088,0.4898989898989899,False,False,166
